135,0,0,26,5,8,4,0,0,0
0,57,26,0,0,1,3,0,95,0
2,2,149,12,0,0,0,2,10,0
55,0,9,100,0,2,0,5,12,0
0,5,0,0,150,2,0,8,16,0
37,1,0,25,1,117,1,0,0,0
2,1,0,0,1,1,176,0,0,0
0,0,0,0,0,0,0,111,68,0
36,8,4,8,0,7,1,2,108,0
88,17,2,57,0,3,0,12,1,0
