177,0,0,0,1,0,0,0,0,0
0,163,1,0,5,1,0,0,12,0
1,0,162,10,0,0,0,1,3,0
0,1,1,169,0,1,0,4,4,3
0,1,0,0,177,0,0,0,0,3
0,1,0,13,1,151,0,0,0,16
2,0,0,0,1,0,175,0,3,0
0,1,0,1,3,0,0,160,0,14
0,19,0,20,0,5,0,0,125,5
0,1,0,25,1,2,0,0,16,135
